Mouse ID,Timepoint,Tumor Volume (mm3),Metastatic Sites
i491,20,53.19340350616864,2
b386,20,58.37427596842896,1
w976,20,54.19160742841239,3
i419,20,35.058706409781806,0
l726,20,54.015438638710684,2
a960,20,51.81101665107505,0
x144,20,54.13478717539823,0
y369,20,51.726784554221794,2
q300,20,41.250661932260655,1
p863,20,51.49378543365917,0
u281,20,43.075866442627586,0
u540,20,52.06095796855102,1
v921,20,54.72628032907272,1
l980,20,51.637972565916535,0
l183,20,52.23715905722224,2
z671,20,56.49169636481059,1
p849,20,53.31273572560829,3
o231,20,41.28114496399979,1
z435,20,53.857634053980775,1
l127,20,49.997504741104535,0
e903,20,50.4027145774078,0
h162,20,54.97287595040738,1
q588,20,54.88282659818939,1
i617,20,50.38267953263186,0
t548,20,60.16017496267344,2
g727,20,45.41623910769364,2
o573,20,49.16649900776254,2
o147,20,54.34700529315027,0
c593,20,53.81441414690494,1
r431,20,39.14392797610171,0
d269,20,53.93056468032375,2
k443,20,35.60543407617244,0
r619,20,56.68431508745679,2
c160,20,57.38522939839652,1
v747,20,54.70376578139263,0
v585,20,47.50426469611701,1
w833,20,50.806881497127705,1
n115,20,44.20891563948546,0
f178,20,54.40791254308134,1
a375,20,51.774699905904015,2
r846,20,54.63162634985591,1
p734,20,53.34130742356257,1
w286,20,56.04049882767785,2
n872,20,55.43311638061298,0
f971,20,56.2939311704209,4
i799,20,51.44631743753251,2
d581,20,52.266737496953844,2
e882,20,57.79123448522041,1
n989,20,44.13087609255079,1
n100,20,50.05370298957654,1
n234,20,46.20786689085848,0
u732,20,54.13792324801946,0
m272,20,50.548483804723894,2
o713,20,50.68633719404594,0
n712,20,52.36216048228609,1
x903,20,38.76477122912128,0
t982,20,51.447119701748605,0
t883,20,49.99127489567888,0
o891,20,54.3434344763094,2
h749,20,51.77581028467453,1
b998,20,55.65848857483632,0
q278,20,35.50423848167325,0
i436,20,58.328774188588646,0
e358,20,54.734722648410404,1
c965,20,58.192972257888066,3
u452,20,36.495907842713144,0
y531,20,56.223615924528154,1
t383,20,39.52791768134125,0
l451,20,52.59789548471189,1
a391,20,35.40107933306352,1
e446,20,55.11402572160466,0
g832,20,54.71570710719682,1
n939,20,52.552290962185566,1
q500,20,55.61000952488205,3
f195,20,53.09830727483573,0
o973,20,52.78691717999625,2
w680,20,48.775636169391596,1
h491,20,59.30884111954874,0
i583,20,56.97558032354994,2
l263,20,56.28912207457408,0
u367,20,39.69712406252221,0
s882,20,55.42357902681789,0
q154,20,41.521704581239916,1
i131,20,39.512866089755086,1
v596,20,56.21208431578765,1
q131,20,53.68081081226617,1
j793,20,45.14168008876209,0
y977,20,52.83750668738637,3
g284,20,49.80500399197035,2
d770,20,57.36543700837099,2
d736,20,55.483937638635155,0
n204,20,30.848055048299045,0
p370,20,51.297482625079226,3
f807,20,54.74127506414074,0
z701,20,52.57032014218457,3
v871,20,59.82009673245887,2
a898,20,55.582536330448086,3
q362,20,53.839677403791875,1
j993,20,54.36422596381169,1
y595,20,55.304468074138775,2
u964,20,54.86711494583906,2
i783,20,52.60354817139413,2
m285,20,57.80284801432759,1
p407,20,53.47681487683516,1
e141,20,53.95735057404896,0
r357,20,53.80167695962622,1
n125,20,47.3138037908021,0
i162,20,30.554302805751888,1
w929,20,45.48717980391093,0
a817,25,61.91944469753038,1
y587,25,25.36295924349223,2
n939,25,56.97056358676182,1
q747,25,52.823345248465884,1
q500,25,58.09710772279287,4
n872,25,57.69668312606303,0
q154,25,36.996550757171676,1
v871,25,62.674503010185084,2
f195,25,56.46294713910552,0
n204,25,31.22894620950423,0
w929,25,45.954534402288125,0
f807,25,55.821049329019374,1
o973,25,55.93534457487321,2
h920,25,56.77775946900919,4
i436,25,58.94337783156389,0
o388,25,57.58461220343907,1
y531,25,57.10024937364018,1
u867,25,54.16787805407635,0
x736,25,39.20007486886658,0
y977,25,54.507259274076276,3
g863,25,43.08663318236861,1
k944,25,29.08645049040426,0
c965,25,63.835973023975946,4
u452,25,37.14532623681671,0
y441,25,55.422824622089585,0
e358,25,56.47188322640317,1
y860,25,55.917140898473086,0
t383,25,33.86594493484758,0
q131,25,54.45868574847844,1
e446,25,59.78589657169969,0
z701,25,54.71333493432025,3
r846,25,57.521154392014175,2
c760,25,51.41290260254678,1
g832,25,57.19508062536674,1
a333,25,52.49563781510518,1
y633,25,53.50497822636385,3
o891,25,57.70560330479641,2
l263,25,57.189638510062544,0
d581,25,53.54982569349937,2
x903,25,39.425938827700946,0
n100,25,50.78858791239764,1
m285,25,59.594836846855586,1
z881,25,41.240698777350346,0
j396,25,58.815268072283594,0
n989,25,43.100699250790115,1
h162,25,56.725997027924,1
u732,25,56.16720711987136,1
m272,25,52.75713639285586,3
x493,25,53.95114266689774,2
p407,25,55.04510023276845,2
o713,25,53.2478185773982,0
d736,25,57.26987930811583,0
x877,25,37.758289223189834,2
u861,25,37.0373002355339,0
t982,25,52.08796043704575,0
m904,25,50.64628175756138,1
b853,25,51.910811144501096,0
y595,25,59.44595221539015,2
i799,25,52.97498671663102,2
k405,25,55.027747627998885,2
m359,25,56.097207831329776,2
u964,25,56.125323177244745,2
k294,25,54.48172233254919,1
q278,25,35.90665057737949,1
d329,25,57.88016997774246,1
b461,25,62.26406392304428,2
b998,25,58.01415580082849,0
p734,25,56.1056337755269,2
d203,25,59.112689626703414,2
w286,25,59.60103598948865,2
h491,25,63.51236000245799,0
l868,25,39.53581972632821,1
u683,25,63.20973895755619,0
n234,25,47.04363583163492,0
n196,25,33.91222531580534,1
f971,25,59.21802969198547,4
j793,25,39.24539779474307,0
e903,25,54.4079648237027,0
y214,25,46.22195325781552,2
w860,25,54.9309399795314,2
e882,25,59.34264388305733,1
j128,25,56.00808364667045,2
f178,25,59.193006108633256,2
x672,25,53.34221547544192,2
z671,25,58.61446631955545,2
j640,25,54.96467076230204,3
p370,25,55.45648303767346,3
t419,25,56.53163934948642,1
o231,25,41.92740284932718,1
s231,25,55.97219896463782,0
n115,25,44.73104206325109,0
u367,25,37.23689926355377,0
i491,25,54.18786979702509,2
a538,25,60.0796712395569,1
y369,25,54.96761616056154,2
e874,25,53.443605474777094,3
g284,25,51.88955483551263,2
y351,25,55.12381143412009,3
x669,25,62.80111660909696,2
h413,25,40.69763279458563,0
o573,25,50.824783484802126,2
w976,25,57.24305663368376,3
z435,25,54.90226302068636,2
r619,25,58.8478166894921,2
b386,25,63.96683448101616,1
b131,25,37.73222158772931,0
m137,25,53.60658707366398,2
i365,25,54.863475660426225,2
c160,25,61.843667178424695,1
e733,25,39.38689268885632,2
d497,25,57.82582704854818,3
o147,25,58.696547236451124,0
x811,25,56.15352716442683,0
v596,25,57.63628246297322,2
k443,25,36.205093435282144,1
l127,25,52.23150758526862,1
f936,25,53.080037077284786,1
a906,25,40.20317371342189,1
d269,25,56.80521517835647,2
z991,25,53.463562168872485,3
w833,25,51.59426741368058,1
i131,25,38.89057010297986,1
c593,25,55.27001304824951,1
p298,25,45.93358853290416,3
h124,25,58.64602458464476,1
s882,25,58.73523061566112,1
g727,25,44.05492915553962,2
p849,25,57.254260963669125,3
m672,25,51.704612829202055,2
u540,25,53.81569856530034,1
i617,25,51.858012101972164,0
s886,25,52.77482258855774,1
v933,25,57.75935015209787,2
r357,25,58.2203654387008,1
l183,25,53.43439008903607,2
j993,25,55.27084219032302,2
r431,25,39.91175892549107,0
g619,25,35.26384994645727,1
q881,25,58.10584815866357,3
i842,25,52.410766677870285,1
l980,25,54.20056821471435,0
c577,25,54.387049501881,1
g305,25,54.769874312790975,0
i783,25,53.895429834162535,2
h749,25,55.78016113486866,2
i162,25,26.493137496970448,1
e141,25,54.91368488477958,1
w900,25,57.29673437204932,1
q588,25,60.29049695544606,1
g185,25,54.986284245425495,1
a885,25,52.18214126466827,2
q300,25,41.708225996737305,1
n125,25,47.82926673659245,0
q290,25,52.54595842850685,2
l726,25,55.152049195689614,2
l795,25,60.50116954349196,2
a898,25,57.74713751284975,3
e316,25,41.835440563823575,0
u281,25,41.28853642317272,0
w581,25,55.4784203359977,1
t548,25,66.17445261069243,2
a960,25,56.39739018560188,1
j402,25,59.677330940718655,1
x144,25,54.86094732275746,1
i419,25,31.712312673176967,1
t419,30,57.85735541762515,2
k405,30,56.02488171119793,2
e733,30,39.824820119111514,2
o713,30,57.94958007239769,0
g284,30,55.217275904471364,2
q588,30,66.15482965699228,2
s886,30,54.29744710175997,1
d329,30,62.382075921746235,1
j128,30,59.69681282643989,2
a817,30,62.73441237520439,2
y441,30,60.73085971855063,0
u367,30,37.61091443414225,0
i842,30,55.473582207822595,1
a898,30,60.26664577447912,3
e358,30,59.3601741692455,1
y977,30,57.13654346032004,4
j993,30,56.26892358268687,3
r431,30,36.5962886594693,0
y633,30,54.12537674419021,4
u281,30,41.77581299242865,1
g832,30,58.181093075083496,1
r619,30,61.41650185498757,2
w929,30,44.14391024502148,1
x736,30,39.893346775466014,0
v871,30,66.80910394599314,2
y369,30,58.89409976078083,2
y351,30,57.41055762824202,3
x811,30,58.05506240956358,1
d736,30,58.877985951151004,0
b386,30,64.94149841685378,1
y587,30,23.64881515052998,2
w833,30,53.70126053214229,1
b998,30,59.470035631904466,1
n234,30,47.696077297208554,1
x903,30,40.158811533984974,0
o147,30,60.49222953496202,0
m904,30,55.29105089854002,1
c593,30,57.845197699163094,2
d269,30,58.00160981303593,2
l183,30,55.34578491203917,2
l795,30,61.21124556438366,2
a538,30,64.54811358948123,1
y531,30,61.746837775214516,1
b131,30,33.59536554871613,1
d497,30,60.03977501284024,3
u452,30,35.58921684967915,1
g619,30,35.854330902273965,1
q300,30,42.44410871966286,2
q290,30,55.242322231074205,2
t383,30,34.46842252425102,0
c577,30,55.04945008025016,1
e446,30,60.78276396683698,1
x669,30,68.31472937201099,3
z435,30,55.894061139690756,3
n939,30,58.54735629654697,1
n872,30,59.72632664881998,1
i365,30,59.86392113811158,2
n125,30,48.68127204439826,1
a906,30,39.791577710269586,1
w900,30,59.32449792611706,2
f195,30,59.179869880103055,0
f936,30,57.325226140323664,1
q500,30,63.72812883132849,4
j402,30,62.77144847536754,2
w976,30,58.48955903364708,4
p370,30,56.73401470292699,4
m672,30,56.24666518707522,3
o973,30,59.053941028015224,2
c965,30,65.32422879279517,4
i162,30,24.48642344398267,2
f807,30,58.30324518166823,1
s882,30,59.52716475588324,2
l726,30,58.275958746678754,2
a960,30,58.03517690180703,1
i419,30,32.22289977120303,1
n204,30,31.759981234123874,0
x144,30,56.08214674754361,2
u964,30,57.68582330565294,2
j793,30,37.471630400833654,0
y595,30,65.23872199888552,2
u540,30,57.309014788214135,1
p407,30,60.210705395486464,2
p849,30,58.20378516918259,3
i491,30,55.94829419501164,2
l980,30,55.09947522603991,0
z701,30,55.566493102694196,3
e141,30,58.33588162555895,1
z671,30,63.290358463031595,3
n115,30,45.20453493561301,0
o231,30,42.46293490420835,1
u683,30,66.17110747834387,0
z881,30,40.58880127366702,1
w860,30,56.15881793794427,3
f178,30,62.13435837576207,3
y860,30,58.03455273112147,1
c760,30,52.50314084859502,2
i783,30,58.43430001080167,2
h920,30,61.23422303386418,4
q278,30,32.59153406502905,1
j640,30,59.10910677226265,3
o891,30,62.4857866537308,3
m272,30,55.80660034690568,3
s231,30,58.267715441021956,0
e903,30,56.91606804945409,1
q747,30,57.22220216853167,2
n989,30,43.94546353612866,1
h749,30,60.02845851806449,2
i617,30,56.71217044627347,0
k294,30,58.63771019617824,1
t548,30,69.75586211652126,2
t982,30,53.428073859352864,0
b461,30,63.43208934985142,3
l868,30,40.01307081991712,2
k443,30,34.753218829268626,1
d203,30,62.6925066528581,2
u732,30,59.15276291554623,1
c160,30,67.8066684255089,2
n196,30,34.38054475161965,2
o573,30,53.23296963739874,3
m359,30,58.50482410377573,2
r846,30,60.1398054306626,2
g727,30,43.449414957836076,2
x493,30,56.650700684567155,3
a885,30,52.7678783151532,3
x877,30,38.40232480090578,2
b853,30,52.691376160170854,0
h162,30,60.99751154571466,2
y214,30,43.66028567622551,2
a333,30,53.74061958138297,2
o388,30,61.89052757354679,2
g863,30,43.780364969835254,1
e874,30,54.104296381001994,3
h413,30,39.89430982912378,0
w286,30,61.448242351367995,2
e316,30,42.61256932507952,0
g185,30,56.7963320597655,1
v596,30,59.805984560584,2
w581,30,57.18262132796406,1
i131,30,38.37753049312633,1
p298,30,41.88269077554898,3
k944,30,28.569906435064443,0
g305,30,57.41861837064777,0
l127,30,54.931247073653196,1
q881,30,59.33680028783754,3
q131,30,58.433265716285426,2
r357,30,63.28902805712946,1
i799,30,56.54561147135698,2
f971,30,60.31851171268507,4
q154,30,35.14240762882704,1
u867,30,54.90297238261826,0
x672,30,57.912342983278066,2
n100,30,51.55234871340661,1
e882,30,61.58230899212678,1
w833,35,54.49870192607411,1
c160,35,70.25091000716651,2
y369,35,59.59202038852373,3
c593,35,60.36168018725418,3
r619,35,67.228276560496,2
u281,35,40.82365257059489,1
l183,35,57.062094438510925,2
o231,35,41.54024454530239,2
b386,35,66.81445850003959,1
l127,35,57.44359415591326,1
i491,35,57.67810149970702,2
k443,35,32.54412900979734,1
z435,35,57.34148974994682,4
w976,35,63.2014920501113,4
j128,35,61.681953740612876,3
a960,35,60.622183744753094,2
w286,35,66.0281945883394,2
q500,35,69.19573112866985,4
f971,35,61.71609654071897,4
e882,35,63.26295521499538,1
n100,35,53.94732419489058,2
m272,35,60.11534475937128,4
y214,35,42.14824220109297,2
o713,35,59.81585284918785,0
n989,35,44.50182077830083,1
t982,35,54.76725243817039,0
e903,35,58.18256454683008,1
u732,35,62.293624138740384,1
r846,35,62.81034612791885,2
a885,35,54.29291483818029,4
x811,35,63.415980772046915,1
x903,35,40.95197139565392,0
o147,35,66.2082352552752,0
r431,35,37.033655414161,0
b998,35,61.20997496594716,1
i419,35,30.937976637466335,1
u540,35,58.70450808713217,1
p849,35,62.508495095940376,3
l980,35,59.92313793440369,0
z671,35,65.0690771337557,3
f178,35,62.845628072739586,4
n115,35,42.50489937528566,0
l726,35,60.71452088503944,2
c965,35,69.47296404115495,4
e358,35,62.49262923017525,1
e446,35,62.027445477487134,2
t383,35,35.09648360179138,1
g832,35,63.06337797739045,1
f195,35,61.54569899449809,0
o973,35,62.45785257484378,3
q278,35,32.994354686651995,1
y531,35,65.58007667532686,1
u452,35,36.25347103154163,1
i783,35,59.54017285314599,2
d269,35,58.80381431366167,2
q881,35,60.27583235498355,3
i842,35,56.15893660959981,2
g305,35,59.34114778950805,0
g185,35,58.8229205102755,1
e316,35,39.69936640115186,0
e874,35,58.8298275570865,3
y351,35,59.67598109254977,3
h413,35,40.38891064011731,0
j640,35,64.90702909945689,4
j402,35,64.16320929298762,2
d736,35,61.68867617872698,0
w900,35,62.232185083389204,3
e733,35,34.00538839511303,2
a906,35,36.462838405531436,2
i365,35,62.349969248925426,2
t419,35,62.91722948082056,3
x669,35,72.28952807793627,3
c577,35,57.14227413138252,1
q300,35,43.20839709458958,2
s886,35,55.530081580315674,2
f936,35,59.8276361067973,2
s231,35,59.63871784146966,0
y441,35,64.39436914106734,1
x672,35,58.81847954553189,3
b853,35,54.0427453901705,0
y587,35,21.715230617064712,2
x493,35,60.39487692776234,4
x877,35,38.93735696970721,3
m359,35,61.279665708164316,3
k405,35,59.508255006947465,2
n196,35,34.822133339386454,2
d203,35,64.5215732301154,2
x736,35,40.36204391895196,0
l868,35,40.44781379331212,2
k294,35,61.22041315201745,1
d329,35,64.28349496590596,1
p298,35,37.093701618169305,3
b461,35,65.24015964237208,4
q747,35,62.42417016954326,3
o388,35,68.00777209448756,2
a333,35,54.293501783533415,2
y633,35,55.29869542126242,4
u867,35,56.226252363435776,0
k944,35,26.928298980424305,0
g863,35,43.04567920698662,1
d497,35,65.62252339547362,3
g619,35,36.49761223037461,1
q290,35,56.442591345998224,2
m672,35,57.035598975224474,3
b131,35,31.327348857845358,1
f807,35,60.87251874979727,2
y977,35,58.607470925534,4
a898,35,62.11766875600126,3
z701,35,57.429944964585225,3
l795,35,62.99731883533741,3
j993,35,58.24147246098069,3
i162,35,23.05349100896903,2
p370,35,58.43415932108192,4
q131,35,59.90133181887398,3
n125,35,42.88585663607399,2
r357,35,64.81484628501339,1
g284,35,58.0456392963132,3
i131,35,38.818450142803336,1
q154,35,35.775892782032926,1
h749,35,61.885691171498564,3
i617,35,61.02555771795062,0
o573,35,55.16620689136596,3
q588,35,72.75542678016737,2
g727,35,43.89653363422663,2
v596,35,61.84261246618192,3
u367,35,38.11506862786186,0
h162,35,61.94838387720772,2
y595,35,69.15337036434431,2
z881,35,41.13963521451703,1
u683,35,68.31318507604814,0
s882,35,61.91943098310966,2
w860,35,60.042906606744346,4
p407,35,63.86012378393817,2
m904,35,57.22541653903683,1
w929,35,38.38985200630871,1
e141,35,59.45101706027874,1
u964,35,62.80129151106985,3
j793,35,35.21994470598242,0
v871,35,68.0376627523805,2
n204,35,32.21255696031375,0
a817,35,63.53902015359124,3
h920,35,64.1596655422229,4
c760,35,54.54372051962958,2
b386,40,68.99408436820241,2
u732,40,67.5136853845233,2
i365,40,64.49325079953222,2
c593,40,64.22678973404301,3
a898,40,63.69479997540222,3
u683,40,73.15320816660785,0
e903,40,59.613998914242174,1
d736,40,64.80897875846811,1
b461,40,66.08652563419568,4
s882,40,67.57666201873302,2
j128,40,63.37935027768723,3
f807,40,62.231221789818896,2
j402,40,70.27915916117192,2
q500,40,72.24444753376467,4
p849,40,63.422748985487935,3
s231,40,62.502339114372646,1
z701,40,58.14680970036644,4
x811,40,66.36940904689207,1
w976,40,66.3558819205009,4
l726,40,61.59049218983803,2
a960,40,61.7643106931831,2
u540,40,59.32736696274466,1
l980,40,61.97055054852653,0
z671,40,66.01669530673601,3
f178,40,65.86424227236007,4
i491,40,61.30777422744369,2
c965,40,75.77444665782187,4
e446,40,63.690654135163705,2
f195,40,65.32100409270548,0
o973,40,65.3976815563568,3
f971,40,64.174701466342,4
e882,40,67.41720147767032,1
n100,40,55.05387841711502,2
m272,40,61.84409743106149,4
y531,40,71.34123684204681,1
r846,40,65.69185726402469,2
l127,40,59.14442326181077,1
d269,40,63.44906256572825,3
h920,40,66.53789972927831,4
c760,40,55.907119477562546,2
w860,40,66.02787425775192,4
e141,40,64.31617222895945,1
p407,40,66.51659454258824,2
y595,40,71.08632413717845,2
u964,40,65.91518544904703,4
c160,40,72.90220612778533,2
q131,40,61.30263405243038,3
l795,40,66.94488491734745,4
p370,40,60.549896615731,4
v596,40,64.80150371172202,4
r357,40,66.83972409918148,1
h749,40,66.81335904902605,4
i617,40,61.70341951938127,0
o573,40,60.18729224067871,3
o147,40,69.9629155788749,0
m672,40,58.25997225267349,3
a885,40,56.89342845208532,4
w286,40,69.63161105449677,2
y214,40,41.3422983977434,2
n989,40,44.96452932177526,2
q278,40,29.27328675591854,1
u452,40,36.852557310838215,1
i419,40,31.513747395015294,2
k443,40,32.9581819903643,1
q154,40,33.08615784044885,1
q300,40,42.21603385809251,2
n125,40,43.485961359153606,2
h413,40,40.79385684872303,0
g863,40,43.57367949061141,1
n196,40,35.25608925625213,2
y587,40,20.349669459351613,2
w929,40,38.81169680247513,1
u281,40,34.96580933433141,1
x903,40,41.702930139056015,0
g619,40,36.89533807067292,2
h162,40,67.2993877502588,2
p298,40,37.743834895513395,4
u367,40,32.91136870899484,0
t383,40,35.686589517163426,1
n115,40,43.21127677113351,0
o231,40,42.12339121477845,2
g727,40,38.04894281542177,2
i131,40,39.30818920664194,1
i162,40,23.32092994996043,2
n204,40,32.68477945053224,1
r431,40,31.892255550532838,0
z881,40,41.95008179399263,1
a906,40,34.87595412686393,3
e316,40,40.32322544537357,1
k944,40,27.32965221334627,1
l868,40,41.17406697007399,2
x877,40,35.62288903114356,3
x736,40,36.98320721851996,0
e733,40,34.4508040740084,2
b131,40,30.304971054690427,1
d497,40,68.53598341747977,4
z435,40,59.68083866748412,4
q290,40,58.0526167094971,2
q881,40,63.81389618702221,3
x672,40,62.58085437159124,4
r619,40,72.06434985688608,2
u867,40,58.931008748864286,0
o388,40,69.84809948608044,2
q588,40,74.70021962899656,3
q747,40,66.7175801439199,3
g284,40,59.12052434380639,3
k294,40,65.5705459977807,2
j993,40,59.38138974656313,3
d203,40,69.85450264840458,2
w833,40,56.77602380533852,2
y977,40,60.20780932031671,4
x493,40,63.06012923574103,4
b853,40,55.4100833175016,1
v871,40,74.83805181367025,3
k405,40,60.48934613799495,2
m904,40,62.47456932316198,1
d329,40,66.82289386821,1
a817,40,67.12712178742665,3
y633,40,60.82355887755849,4
s886,40,56.206214811926735,2
y441,40,68.7069803234008,1
i842,40,58.875900508775736,2
m359,40,62.374409329402454,4
g185,40,60.459298814644185,1
y351,40,60.34995661022581,3
j640,40,71.26978753368628,4
y369,40,63.03758799030395,4
w900,40,64.31617296691202,3
f936,40,65.71693825133691,3
o713,40,61.64863385321467,0
e874,40,60.86677142446161,3
g832,40,64.57184146984159,2
x669,40,76.32058802622177,3
b998,40,67.2897304181686,1
e358,40,67.39242329603393,1
c577,40,59.939432846823784,1
a906,45,35.264639769603356,3
m904,45,63.53945624127772,1
e316,45,40.74257391336108,1
w833,45,59.43594860163878,2
a898,45,65.48697984220931,4
s231,45,68.44187181733376,1
g832,45,66.4797215481692,2
l868,45,35.321491322118234,2
k944,45,24.434253975012087,1
y587,45,20.633672682651373,2
a817,45,70.23463436964997,3
b131,45,28.362743031288854,1
b998,45,73.4814090110092,1
s882,45,72.66170287024812,2
z881,45,42.436942623493024,2
n204,45,31.471046944442953,1
u281,45,35.34604215008718,1
s886,45,58.803662145000565,3
i162,45,21.636080084326753,2
x903,45,42.18982543507951,0
i131,45,39.955922574487694,2
o713,45,62.94321763125371,0
y351,45,64.90510239247385,3
w929,45,39.34784807882737,2
v871,45,80.88128236132515,3
x736,45,37.53227162071463,0
n196,45,35.85016477387767,3
k443,45,33.36518469158571,1
n125,45,38.64549636626254,2
i419,45,31.869228598854118,2
r619,45,73.6853716122064,3
u452,45,37.57670932641489,1
y369,45,64.18496441448487,4
g619,45,37.37768238794962,3
q278,45,29.661782477598187,1
e903,45,64.92364606103997,2
b386,45,73.43236963169772,2
n989,45,45.78976826942136,2
q588,45,76.76033116301878,4
x877,45,36.093073053920946,3
y214,45,38.575491898545884,2
g727,45,37.2829276466291,2
g284,45,60.933786765086744,3
p298,45,38.25337911930036,4
g863,45,42.50978125589642,1
r431,45,32.25217172646001,0
j993,45,62.68237843851384,3
d736,45,66.69859171054725,2
u367,45,29.641497312227763,0
j402,45,74.65796725211581,2
e733,45,32.20059120634501,2
y977,45,62.810560908204955,4
q154,45,29.623895913177975,1
e358,45,70.10502961494824,1
q300,45,42.671465258592114,2
u732,45,70.01556190234899,2
i842,45,62.13347233024449,3
e874,45,62.08053699404724,3
v596,45,66.61366615396307,4
r357,45,67.78975923162997,1
g185,45,64.82489282204075,1
h749,45,69.44534571253068,4
i617,45,63.87163218148938,0
p370,45,62.501736001451704,4
q881,45,65.82019128386992,4
d269,45,65.69841658358399,4
u867,45,61.71378989089068,1
l127,45,63.89905406439487,1
c593,45,65.75463541063807,3
z435,45,64.15836084545535,4
x811,45,67.33575316006404,2
o573,45,62.73798381916369,3
i491,45,63.38208993748581,2
l795,45,70.27278544907523,4
j640,45,74.71585431183716,4
q290,45,60.75691556077732,2
h920,45,71.45473948596666,4
i365,45,67.62489891339916,2
c760,45,58.44015505566151,2
w860,45,70.59900186481212,4
e141,45,68.77052347140511,1
f807,45,64.55941279319187,2
x669,45,81.63712919278653,3
u683,45,76.9232916206098,1
y595,45,71.82180895273594,3
u964,45,68.3584473015824,4
f936,45,67.63315879815343,4
q131,45,63.942534978043234,3
z701,45,59.48888444858097,4
p407,45,71.23467160628924,2
o388,45,76.5393955702098,3
w976,45,71.63355454860333,4
b461,45,72.12327911015771,4
q500,45,73.72102931241763,4
e882,45,73.33081587102318,2
n100,45,57.05468313425235,3
k405,45,66.11222550208959,2
m272,45,67.80419148302337,4
r846,45,70.61079632758607,2
b853,45,60.40328343551952,1
d329,45,72.51952394047903,1
d497,45,73.59888772549525,4
h162,45,72.19213652160698,3
y633,45,63.45410705773937,4
w286,45,72.39682439497055,2
t383,45,36.30126675688614,1
n115,45,39.681649565443806,0
a885,45,62.07070706663528,4
f971,45,69.35739418342924,4
o973,45,66.66562707682971,3
j128,45,65.18008288879375,3
l726,45,64.15717997771775,3
a960,45,65.9099947516611,2
q747,45,70.43812765182321,3
u540,45,61.11589634706285,1
l980,45,65.70075680275296,0
k294,45,67.0986043683312,3
z671,45,70.67012953364195,3
p849,45,66.41904566839284,3
f178,45,72.03149827855995,4
d203,45,72.3846737151218,2
c965,45,77.44732273109128,4
y531,45,74.5733749918497,1
m359,45,65.024250032185,4
e446,45,66.83419243755336,3
f195,45,68.97811707014223,0
o231,45,38.643987350958504,2
o147,45,74.89646373672566,1
